Dane_Importar,Nombre_Municipio,AFRO_FAM,AVVRA_FAM,AHE_FAM,AVV40_FAM,DESARRA_FAM,AVV2_FAM,DRPE_FAM,GI_PEE_FAM,FA_DES_FAM,FA_IND_FAM,FA_SIS_FAM,IRR_FAM,PFG_FAM,HAB_MH_FAM,HAB_RUR_FAM,LP_FAM,PDP_FAM,PP_FAM,RESA_FAM,RETOR_FAM,UNIDOS_FAM,FAM_BAN_FAM,EXPUL_FAM,RECEP_FAM,FASAN_SIS_FAM,FASAN_DES_FAM,FASAN_IND_FAM,ICBF_FAM_BIENE_FAM,GPDE_FAM,UNI_PROM_FAM,MFA_UNI_FAM,MFA_SIS_FAM,MFA_DES_FAM,GIV_FAM,MFA_IND_FAM,HAB_FAM,MFA_BAN_FAM,MFA_INS_FAM,FA_FACT_FAM,GI_IRACA_FAM,ACT_PROS_INV,AVVRA_INV,DESARRA_INV,MUSICA_INV,AHE_INV,AVV40_INV,AVV2_INV,AFRO_INV,DRPE_INV,GI_PEE_INV,FA_DES_INV,FA_IND_INV,FA_SIS_INV,IRR_INV,PFG_INV,GI_CAP_INV,GI_DEI_INV,GI_ICETEX_INV,GI_ICE_INV,GI_MA_INV,GI_MP_INV,GI_OTRAS_INV,GI_PAI_INV,GI_RAI_INV,GI_RIE_INV,GI_TU_INV,GI_TT_INV,GI_SIT_INV,GAM_INV,HAB_MH_INV,HAB_RUR_INV,IPS_INV,LP_INV,OPP_INV,PDP_INV,PE_INV,PP_INV,RESA_INV,UNIDOS_INV,GIV_INV,FASAN_DES_INV,FASAN_SIS_INV,FASAN_IND_INV,NTP_INV,IND1290_INV,AYUHUM_INV,IND418_INV,EN_NNA_INV,GPDE_INV,PI_INV,GI_IRACA_INV,MFA_SIS_INV,MFA_UNI_INV,MFA_DES_INV,LA_INV,MFA_IND_INV,HAB_INV,JEA_INV,PRR_INV,SJ_INV,DPS_INV,GI_PEE_PER,FA_DES_PER,FA_IND_PER,FA_SIS_PER,MUSICA_PER,GI_CAP_PER,GI_DEI_PER,GI_ICETEX_PER,GI_ICE_PER,GI_MA_PER,GI_MP_PER,GI_OTRAS_PER,GI_PAI_PER,GI_RAI_PER,GI_RIE_PER,GI_SIT_PER,GI_TT_PER,GI_TU_PER,GAM_PER,IPS_PER,LA_PER,PROT_TIER_PER,RETORNO_PER,UNIDOS_PER,GIV_PER,EXPUL_PER,RECEP_PER,FASAN_DES_PER,FASAN_SIS_PER,FASAN_IND_PER,IND418_PER,IND1290_PER,AYU_HUM_PER,ICBF_NN_SIN_EDU_INI_PER,ICBF_GEN_BIENE_PER,ICBF_NNA_PAE_PER,NN_PAI_PER,EN_NNA_PER,GPDE_PER,JEA_REG_PER,MPR_PREOR_PER,MPR_DIS_PER,MPR_COR_PER,MFA_DES_PER,MFA_SIS_PER,MFA_UNI_PER,GI_IRACA_PER,JEA_MAT_PER,JEA_CUP_PER,UNI_COG_PER,MFA_IND_PER,JEA_PER,JEA_ENROL_PER,JEA_PRO_MAT_PER,SJ_PER,ACT_PROS_PRO,MUSICA_PRO,DESARRA_PRO,GI_PEE_PRO,GI_CAP_PRO,GI_DEI_PRO,GI_ICETEX_PRO,GI_ICE_PRO,GI_MA_PRO,GI_MP_PRO,GI_OTRAS_PRO,GI_PAI_PRO,GI_RAI_PRO,GI_RIE_PRO,GI_SIT_PRO,GI_TT_PRO,GI_TU_PRO,LA_PRO,OPP_PRO,PROT_TIER_PRO,PP_PRO,GIV_PRO,NTP_PRO,PI_PRO,MPR_COR_PRO,MPR_DIS_PRO,MPR_PREOR_PRO,PRR_PRO,OPP_REG_PRO,PROT_TIER_HAS,GME_HAS,TOT_INV
00000     ,NACIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,0,0,0,0,122,13,0,0,0,0,8950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218961.2358,0,0,10284.36,0,0,0,0,0,0,0,0,0,0,4435.806495,18586.77763,0,0,0,0,0,0,0,0,0,2673.78924,0,237548.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,103,0,0,0,432,0,0,0,0,0,0,0,3,0,0,0,785,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,122,0,0,0,0,0,0,0,2,16,1348.97,0,0
05000     ,ANTIOQUIA (DP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.573069,0,0,0,0,0,0,0,0,0,0,821.582623,0,0,0,0,0,0,0,0,0,130.007,0,889.155692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
05001     ,MEDELLÍN,0,2897,178895,6,0,21,0,0,0,0,0,0,0,40,0,0,0,0,685,0,19418,61892,5416,17956,38292,12561,0,0,0,0,14427,30678,22728,0,0,40,61892,72917,0,0,2628.475486,55907.44161,0,1698.9455,165195.8081,75.660205,21.4128,0,0,0,0,0,0,0,0,53.415641,0,679.080188,271.4,0.553429,802.42408,162.01605,275.1,0,510.231515,0,0,0.241593,0,52.416,0,4482.110607,0,0,0,0,0,156.67574,0,2754.462496,19062.71,50401.94,0,0,231280.9224,96.8082,3615.703717,5989.455463,0,0,0,11107.045,4891.665,10580.49,0,0,52.416,2225.8,0,0,110042.7358,0,0,0,0,750,77,0,186,383,692,500,62,172,0,1358,1,0,1425,15548,1086,0,112,0,189131,4856,19929,59911,22380,64851,0,320,39381,83,163530,10686,419039,162454,923,0,17300,547,120,0,39952,52189,24464,0,4558,7475,0,0,2931,3941,437,0,84,8,0,0,3,0,1,10,2,1,31,1,0,4,1,0,1,0,0,125,0,55,0,0,0,2,4,0,0,164.46,1.5,0
05002     ,ABEJORRAL,0,41,1285,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,930,1723,26,277,1054,219,0,117,52,17,353,1070,378,0,0,0,1723,1881,0,0,0,834.346968,0,0,1051.363,0,0,0,0,91.562019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241593,0,0,0,0,0,0,0,0,0,0,0,0.241593,320.92,1431.32,0,0,853.526195,0,0,44.053428,270.556451,0,0,393.96,116.6,164.25,0,0,0,0,0,0,2789.410063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,286,203,0,0,4,0,4025,287,99,1016,377,1767,0,0,112,0,666,318,8641,1089,5,653,0,0,0,0,658,1930,550,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,2,0,0,0,0,0,0,0,19.2,0.5,0
05004     ,ABRIAQUÍ,0,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,155,5,47,82,22,0,0,0,1,30,78,49,0,0,0,155,167,0,0,0,671.956674,0,0,63.5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.405,124.395,0,0,0,0,0,0,0,0,0,30.78,10.31,22.52,0,0,0,0,0,0,222.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1,12,146,44,158,0,0,0,0,341,30,1319,211,0,0,0,0,0,0,90,141,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05021     ,ALEJANDRÍA,0,16,1274,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,235,458,3,111,151,251,0,0,53,20,29,79,372,0,0,0,458,523,0,0,0,254.872594,0,0,1009.064,0,0,0,0,338.775108,0,0,0,0,0,39.280756,0,0,0,0,0,0,0,0,0,0,0,0.724778,0,0,0,0,0,0,0,0,0,0,0,40.005534,368.18,182.135,0,0,187.361061,0,0,0,270.556451,0,0,30.38,9.79,160.52,0,0,0,0,0,0,1400.342093,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1071,48,11,342,429,217,0,0,23,0,380,768,2294,1336,0,655,0,0,0,0,607,129,45,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
05030     ,AMAGA,0,34,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1159,24,51,1171,30,0,344,0,159,567,613,57,0,0,0,1159,1332,0,0,0,574.747581,0,0,185.4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483185,0,0,0,0,0,269.857,0,0,0,0,0,0.483185,45.21,1534.445,0,0,1923.371964,0,0,32.581244,0,0,0,209.75,186.1,22.72,0,0,0,0,0,0,2268.565185,0,0,0,0,0,0,0,0,7,76,0,0,0,0,0,2,0,298,0,0,0,0,0,3576,383,76,140,59,1907,0,0,300,0,2328,610,10189,1132,7,0,0,0,0,0,93,976,917,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0
05031     ,AMALFI,0,217,627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,2053,96,291,1256,163,0,127,0,54,432,1276,346,0,0,0,2053,2237,0,0,154.929049,4033.29048,0,0,528.016,17.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.657518,0,0,0,0,0,0,0,0,0,0,0,2.657518,258.2,1848.505,0,0,145.024074,0,0,0,0,0,0,484.75,162.95,153.64,0,0,0,0,0,0,3065.631567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,3825,11,304,1007,290,2360,0,0,25,0,1480,265,10180,437,0,0,0,0,0,0,616,2316,813,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1617.51,102.8,0
05034     ,ANDES,0,51,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,2275,29,82,1194,67,0,117,0,83,214,2106,132,0,0,0,2275,2596,0,0,0,1004.39298,0,0,420.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496.996847,0,0,0,0,0,0,109.905,1635.16,0,0,2467.762103,1.179,0,139.0665,0,0,0,778.22,73.3,59.54,0,0,0,0,0,0,4153.121847,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1493,6,122,303,131,2069,0,0,407,1,6184,505,14916,2081,26,0,0,0,0,0,251,3784,363,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,0,0
05036     ,ANGELÓPOLIS,0,6,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,389,2,68,292,20,0,14,0,18,104,254,51,0,0,0,389,428,0,0,0,110.004,0,0,142.994,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30.455,358.655,0,0,180.312,0,0,0,0,0,0,88.49,31.59,22.23,0,0,0,0,0,0,536.42,0,0,0,0,0,0,0,0,24,156,0,0,0,0,0,0,0,0,0,0,0,0,0,678,180,4,202,37,463,0,0,28,0,1000,240,4415,395,0,0,0,0,0,0,94,418,170,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
05038     ,ANGOSTURA,0,43,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,1409,15,24,825,55,0,156,0,97,535,879,70,0,0,0,1409,1521,0,0,0,896.924,0,0,78.6385,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.955,1181.505,0,0,1072.143409,6.8004,0,60.9855,0,0,0,387.16,222.41,31.28,0,0,0,0,0,0,1894.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4013,0,56,70,107,1524,0,0,212,6,646,150,5981,483,9,0,0,0,0,0,139,1595,988,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,119,0,0
05040     ,ANORÍ,0,68,2206,2,0,16,0,10,0,0,0,0,282,0,0,0,0,0,210,0,682,1937,2080,1827,1199,140,0,0,0,0,0,1283,731,0,0,0,1937,2136,0,0,0,1274.73624,0,28.562153,1682.8615,39.752,16.9382,0,0,17.81,0,0,0,0,735.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.180718,0,0,237.885,1716.565,0,0,794.780355,25.254,56.67,48.668214,0,0,0,589.42,0,353.36,0,0,0,0,0,0,3008.782871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,8,0,2615,0,5429,4760,287,2280,0,5,146,22,864,250,7969,973,5,0,0,0,0,0,1450,2384,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,696.88,35.8,0
05042     ,SANTAFÉ DE ANTIOQUIA,0,109,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,2047,33,90,1786,67,0,0,0,109,1054,1021,87,0,0,0,2047,2277,0,0,38.085103,2147.104051,0,0,246.42155,0,0,0,0,0,0,0,0,0,0,0,0,7.033285,0,0,0,0,0,0,0,0,0,2.174333,0,0,0,0,0,466.532828,0,0,0,0,0,9.207618,98.46,2400.95,0,0,3350.304304,4.6704,11.334,33.175428,0,0,0,382.52,372.54,36.22,0,0,0,0,0,0,3804.515549,0,0,0,0,0,0,0,2,5,308,0,0,0,0,0,9,0,0,0,0,0,0,0,6569,324,109,331,114,3004,0,1,508,4,2622,679,8914,1066,7,0,0,0,0,0,145,1804,1877,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0
05044     ,ANZA,0,16,356,0,0,1,0,11,0,0,0,0,0,0,62,0,0,0,0,0,491,849,12,82,603,101,0,0,0,47,211,392,241,0,0,62,849,934,0,0,0,290.596619,0,0,279.1265,0,1.03,0,0,23.317099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.657518,0,0,734.230282,0,0,0,0,0,0,0,0,2.657518,165.46,831.955,0,0,773.376475,0,0,8.962991,0,0,0,166.27,86.87,101.26,0,0,734.230282,0,0,0,2112.019899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2002,11,41,284,201,1092,0,0,157,0,919,30,4060,80,4,0,0,0,0,0,401,658,377,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05045     ,APARTADÓ,0,1918,21401,5,0,1,0,308,0,0,0,125,0,0,0,0,0,0,750,0,6027,10604,434,3701,6349,3308,0,1023,0,494,2583,4908,3811,0,43,0,10604,13399,0,0,456.486772,34265.72497,0,317.199251,17136.7875,82.1762,1.03,0,0,861.228336,0,0,0,143.8,0,111.325958,0,29.134629,0,215.452529,0,302.442214,0,0,0,0,0,22.226517,0,0,0,0,0,5996.74,0,0,0,235.417868,0,680.581848,5190.445,9223.77,0,0,84785.01731,18.5904,458.536788,682.698159,0,1000,0,1816.33,914.96,1565.33,0,25.1,0,611,0,0,29038.38908,0,0,0,0,270,108,0,8,7,412,0,26,0,0,185,92,0,0,5079,0,0,17,0,23977,838,1311,10689,5899,10781,0,35,12643,16,6978,2856,39112,5175,118,0,4036,106,0,0,6210,8239,4507,0,977,1000,60,112,710,870,30,0,18,2,0,0,9,0,1,3,1,0,12,0,0,1,1,0,0,0,9,19,0,28,0,0,0,0,2,0,9,59.02,45.04,0
05051     ,ARBOLETES,0,87,7386,0,0,0,0,344,0,0,0,0,0,0,159,0,0,0,150,0,2690,3875,66,1998,2881,473,74,197,0,22,1124,1511,1391,0,34,159,3875,4278,0,0,0,1610.914232,0,0,5754.918,0,0,0,0,868.796959,0,0,0,0,0,51.181263,0,0,0,21.490746,0,0,160,0,0,0,0,7.730963,0,0,1882.945575,0,0,0,0,0,56.913105,50.266667,0,240.402971,783.04,4403.815,78.195,0,1433.178345,1.179,0,14.7375,0,0,0,730.63,510.05,639.64,0,18.62,1882.945575,0,0,0,10206.40217,0,0,0,0,0,50,0,0,1,385,0,0,100,0,0,32,0,0,313,0,0,8,0,12368,568,206,6785,937,5641,158,0,256,1,1521,250,17503,885,2,0,0,0,0,0,2746,2956,2290,0,0,0,31,77,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,1,0,0,1,0,0,0,0,8,0,10,0,0,0,0,0,0,0,437,0,0
05055     ,ARGELIA,0,105,4118,0,0,0,0,30,0,0,0,0,0,100,0,0,0,0,0,0,906,1362,29,266,91,1261,0,0,109,26,65,86,1244,0,0,100,1362,1461,0,0,101.446868,1988.655278,0,0,2790.733,0,0,0,0,77.198494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932741,0,12.2134,0,0,0,0,0,0,0,0,0,1.932741,2116.96,132.28,0,0,7825.476503,0,0,27.557856,1854.459135,0,0,40.88,33.48,566.2,0,0,12.2134,0,0,0,4937.050638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1014,0,0,18,0,4419,8,94,577,2567,161,0,0,771,0,1251,463,4829,659,9,693,0,0,0,0,2406,165,139,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,1,0,0,0,0,0,0,0,83.9,32.69,0
05059     ,ARMENIA,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,288,5,14,229,5,0,25,0,6,85,198,17,0,0,0,288,314,0,0,0,61.8,0,0,36.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,293.945,0,0,529.95253,0,0,7.861572,0,0,0,80.75,31.43,6.19,0,0,0,0,0,0,419.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,19,64,8,383,0,0,87,0,489,120,2877,0,2,0,0,0,0,0,22,332,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05079     ,BARBOSA,0,76,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,1188,41,71,694,202,0,47,0,1,298,711,247,0,0,0,1188,1374,0,0,0,1478.612627,0,0,616.20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.275,947.04,0,0,456.441162,0,0,11.334,0,0,0,255.58,98.12,103.6,0,0,0,0,0,0,1708.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2470,0,138,256,347,1182,0,0,84,0,2468,427,13865,1080,2,0,0,0,0,0,413,1201,487,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
05086     ,BELMIRA,0,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,279,3,17,119,1,0,0,0,0,0,251,34,0,0,0,279,296,0,0,0,294.992,0,0,55.6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,159.15,0,0,2.358,0,0,0,0,0,0,104.98,0,14.92,0,0,0,0,0,0,279.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,7,70,1,213,0,0,1,0,757,90,3478,90,0,0,0,0,0,0,64,512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05088     ,BELLO,0,216,14586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,6659,175,1723,6964,1990,137,352,0,288,1122,3571,2714,0,0,0,6659,8361,0,0,11.610264,4087.520128,0,289.371842,12769.93845,18.46,0,0,0,0,0,0,0,0,0,0,0,17.928375,0,0,0,0,22.4,0,0,0,0,0,5.880734,0,0,0,0,254.883499,0,0,0,0,0,40.328375,2978.54,9152.71,13.86,0,20579.806,10.5198,89.8754,591.374791,0,0,0,1339.34,389.03,1214.11,0,0,0,122.2,0,0,15811.86471,0,0,0,0,175,0,0,5,0,60,0,0,14,0,0,0,0,741,2979,0,0,6,0,12462,820,632,5653,3407,11148,0,9,3814,9,28626,2240,89472,9778,91,0,930,146,0,0,4519,6101,1791,0,269,339,18,0,164,265,20,0,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,6,0,4,0,0,0,0,1,0,1,1.76,0,0
05091     ,BETANIA,0,21,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,778,10,90,241,40,0,0,0,27,63,610,120,0,0,0,778,838,0,0,0,352.46,0,0,390.47405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241593,0,0,0,0,0,200,0,0,0,0,0,0.241593,61.345,332.845,0,0,938.405061,0,0,34.914,0,0,0,263.78,24.93,49.99,0,0,0,0,0,0,933.131593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,508,1,31,348,80,404,0,0,156,0,692,45,4472,379,3,0,0,0,0,0,196,1138,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,1,0,0,0,0,0,0,1,65.96,0,0
05093     ,BETULIA,0,72,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,2089,25,308,962,970,0,0,0,47,297,465,1397,0,0,0,2089,2304,0,0,0,1439.242237,0,0,3645.397,0,0,0,0,0,0,0,0,0,0,23.494222,0,0,0,0,0,0,0,0,0,0,0,9.422111,0,0,0,0,0,2754.103038,0,0,0,0,0,32.916333,1466.905,1350.815,0,0,2900.559994,0,11.334,0,0,0,0,207.33,127.01,604.61,0,0,0,0,0,0,6543.689371,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,39,0,0,0,0,0,2,0,4706,60,90,1026,1689,1676,0,1,501,0,2324,295,9333,0,0,0,0,0,0,0,2431,835,537,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,12,0
05101     ,CIUDAD BOLÍVAR,0,99,419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,1479,19,94,1009,74,0,79,0,228,347,1120,135,0,0,0,1479,1788,0,0,0,1922.663838,0,0,353.041,2.386666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96637,0,0,0,0,0,0,0,0,0,0,0,0.96637,113.75,1370.67,0,0,5676.343362,0,13.297,58.038,0,0,0,406.36,121.6,58.63,0,0,0,0,0,0,2071.97637,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,4,0,2682,28,73,399,139,1721,0,2,831,0,1750,150,9764,1109,7,0,0,0,0,0,237,1914,595,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0
05107     ,BRICEÑO,0,18,249,0,0,2,0,0,0,0,0,0,94,0,0,0,0,0,217,0,495,835,150,51,490,84,0,95,0,33,210,507,183,0,0,0,835,935,0,0,209.502584,351.024,0,0,210.2195,0,1.9876,0,0,0,0,0,0,0,234.192,42.718192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.050116,0,0,0,82.64175,0,42.718192,125.99,755.03,0,0,149.758938,1.1334,0,0,0,0,0,243.74,101.49,87.96,0,0,0,0,0,0,1778.122642,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,8,0,2080,47,550,205,150,932,0,0,26,1,804,258,5167,290,0,0,0,0,0,0,369,1000,439,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,0,0,0,0,0,0,1,0,221.19,0
05113     ,BURITICÁ,0,17,626,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,618,863,12,36,604,192,0,0,0,23,220,347,353,0,0,0,863,952,0,0,0,314.768,0,0,480.8005,0,0,0,0,151.159742,0,0,0,0,0,29.746823,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.879503,0,0,0,0,0,66.746823,313.425,879.425,0,0,0,0,0,0,0,0,0,166.25,112.18,175.17,0,0,0,0,0,0,2175.236068,0,0,0,0,0,35,0,0,37,0,0,0,0,0,0,0,0,0,135,0,0,1,0,2950,72,46,132,381,1108,0,0,0,0,1157,198,3725,844,0,0,0,0,0,0,718,653,491,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,0.5,4,0
05120     ,CÁCERES,0,103,2226,1,0,0,0,0,0,0,0,0,905,0,0,0,0,0,217,0,1070,3603,659,417,2685,247,0,0,0,38,506,2158,636,0,0,0,3603,3801,0,0,61.716453,1967.516877,0,0,1980.697,19.876,0,0,0,0,0,0,0,0,2421.276,49.884576,0,0,0,0,0,0,0,0,0,0,0,5.073444,0,0,0,0,0,189.329116,0,0,25.245668,82.64175,0,54.95802,390.005,3890.86,0,0,27.020322,0,0,0,0,0,0,1059.98,237.63,314.69,0,0,0,0,0,0,6281.810339,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,21,0,0,13791,0,0,16,0,5536,127,2398,1653,493,4927,0,0,5,0,3209,250,20058,527,0,0,0,0,0,0,1271,4245,914,0,0,0,8,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,0,4,0,0,0,0,0,0,1,414.03,862.35,0
