Ano_Fecha,Nombre_Departamento,AFRO_FAM,AVVRA_FAM,AHE_FAM,AVV40_FAM,DESARRA_FAM,AVV2_FAM,DRPE_FAM,GI_PEE_FAM,FA_DES_FAM,FA_IND_FAM,FA_SIS_FAM,IRR_FAM,PFG_FAM,HAB_MH_FAM,HAB_RUR_FAM,LP_FAM,PDP_FAM,PP_FAM,RESA_FAM,RETOR_FAM,UNIDOS_FAM,FAM_BAN_FAM,EXPUL_FAM,RECEP_FAM,FASAN_SIS_FAM,FASAN_DES_FAM,FASAN_IND_FAM,ICBF_FAM_BIENE_FAM,GPDE_FAM,UNI_PROM_FAM,MFA_UNI_FAM,MFA_SIS_FAM,MFA_DES_FAM,GIV_FAM,MFA_IND_FAM,HAB_FAM,MFA_BAN_FAM,MFA_INS_FAM,GI_IRACA_FAM,ACT_PROS_INV,AVVRA_INV,DESARRA_INV,MUSICA_INV,AHE_INV,AVV40_INV,AVV2_INV,AFRO_INV,DRPE_INV,GI_PEE_INV,FA_DES_INV,FA_IND_INV,FA_SIS_INV,IRR_INV,PFG_INV,GI_CAP_INV,GI_DEI_INV,GI_ICETEX_INV,GI_ICE_INV,GI_MA_INV,GI_MP_INV,GI_OTRAS_INV,GI_PAI_INV,GI_RAI_INV,GI_RIE_INV,GI_TU_INV,GI_TT_INV,GI_SIT_INV,GAM_INV,HAB_MH_INV,HAB_RUR_INV,IPS_INV,LP_INV,OPP_INV,PDP_INV,PE_INV,PP_INV,RESA_INV,UNIDOS_INV,GIV_INV,FASAN_DES_INV,FASAN_SIS_INV,FASAN_IND_INV,NTP_INV,IND1290_INV,AYUHUM_INV,IND418_INV,EN_NNA_INV,GPDE_INV,PI_INV,GI_IRACA_INV,MFA_SIS_INV,MFA_UNI_INV,MFA_DES_INV,LA_INV,MFA_IND_INV,HAB_INV,JEA_INV,DPS_INV,GI_PEE_PER,FA_DES_PER,FA_IND_PER,FA_SIS_PER,MUSICA_PER,GI_CAP_PER,GI_DEI_PER,GI_ICETEX_PER,GI_ICE_PER,GI_MA_PER,GI_MP_PER,GI_OTRAS_PER,GI_PAI_PER,GI_RAI_PER,GI_RIE_PER,GI_SIT_PER,GI_TT_PER,GI_TU_PER,GAM_PER,IPS_PER,LA_PER,PROT_TIER_PER,RETORNO_PER,UNIDOS_PER,GIV_PER,EXPUL_PER,RECEP_PER,FASAN_DES_PER,FASAN_SIS_PER,FASAN_IND_PER,IND418_PER,IND1290_PER,AYU_HUM_PER,ICBF_NN_SIN_EDU_INI_PER,ICBF_GEN_BIENE_PER,ICBF_NNA_PAE_PER,NN_PAI_PER,EN_NNA_PER,GPDE_PER,JEA_REG_PER,MPR_PREOR_PER,MPR_DIS_PER,MPR_COR_PER,MFA_DES_PER,MFA_SIS_PER,MFA_UNI_PER,GI_IRACA_PER,JEA_MAT_PER,JEA_CUP_PER,UNI_COG_PER,MFA_IND_PER,JEA_PER,JEA_ENROL_PER,JEA_PRO_MAT_PER,ACT_PROS_PRO,MUSICA_PRO,DESARRA_PRO,GI_PEE_PRO,GI_CAP_PRO,GI_DEI_PRO,GI_ICETEX_PRO,GI_ICE_PRO,GI_MA_PRO,GI_MP_PRO,GI_OTRAS_PRO,GI_PAI_PRO,GI_RAI_PRO,GI_RIE_PRO,GI_SIT_PRO,GI_TT_PRO,GI_TU_PRO,LA_PRO,OPP_PRO,PROT_TIER_PRO,PP_PRO,GIV_PRO,NTP_PRO,PI_PRO,MPR_COR_PRO,MPR_DIS_PRO,MPR_PREOR_PRO,TOT_INV
2011,CESAR,0,1803,38359,13,0,1,0,0,0,0,0,0,0,0,0,0,0,736,2703,0,61239,0,349,5720,60745,15714,1253,0,266,0,0,0,0,0,0,0,0,0,0,97.512.043,3.336.527.985,0,290.910.842,355.863.285,185.680.163,0.9938,0,0,0,0,0,0,0,0,165.044.954,0,0,0,1.904.275.512,0,0,0,0,0,0,0,32.131.814,0,0,0,0,0,4.184.398.287,0,0,161.922.706,549.999.998,0,2.101.452.277,10057.88,35.913.535,814.65,0,3.331.829.012,0,0,0,2.425.888.189,700,0,0,0,0,0,0,0,0,5.713.622.664,0,0,0,0,675,205,0,0,0,3600,0,0,0,0,0,133,0,0,21277,0,0,105,0,242199,3938,1211,21444,31100,113923,2551,0,5273,0,45649,1530,143750,3648,0,242,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,11,4,0,0,7,0,0,0,14,0,0,0,0,0,12,0,0,0,6,136,0,33,0,0,0,0,0,0
2011,CUNDINAMARCA,0,361,14030,0,0,3,0,0,0,0,0,0,0,0,0,0,0,358,1114,0,71333,0,175,2445,82464,7710,0,0,0,21,0,0,0,0,0,0,0,0,0,1.020.192,6.698.066.301,0,241.348.255,119.697.912,0,31.312,0,0,0,0,0,0,0,0,1.431.776,0,0,687.3,2.703.164.601,0,0,0,0,0,1.376.481.329,0,9.639.544,0,0,0,27.75,0,2.673.331.253,0,0,500,473.523.961,0,500.651.897,4.793.315,45.796.015,0,0,3.395.432.506,0,0,0,0,0,0,0,0,0,0,0,0,0,8.308.198.563,0,0,0,0,560,188,0,0,736,4891,0,0,0,348,0,399,0,1639,23627,46,0,24,0,247720,8201,657,8657,14722,146381,0,0,542,0,29913,6157,225005,6605,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,3,4,0,0,12,0,0,7,21,0,0,0,1,0,51,0,1,0,36,35,0,93,0,0,0,0,0,0
2010,QUINDÍO,0,52,3249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,15145,0,127,734,23966,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132.501.666,965.934,0,62.416.983,2.930.332,8.674,0,0,0,0,0,0,0,0,0,58.972.987,0,181.912.753,0,0,0,18.292.135,740,0,0,0,0,0,0,0,0,0,0,4.219.797.198,0,0,0,150,0,999.177.875,1.875.945,14084.15,0,0,1007.34,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252.398.872,0,0,0,0,180,70,0,50,0,0,0,7,560,0,0,0,0,0,0,0,600,1,0,0,687,421,2372,5084,39342,0,0,104,0,15235,1008,51315,3593,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,43,2,0,0,6,0,5,0,0,0,3,12,0,0,0,0,0,10,6,1,0,26,0,0,0,0,0,0
2010,VAUPÉS,0,7,151,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,300,0,319,0,55,52,348,142,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120.113,144.2,0,57.735.709,148.947,19.876,0,0,0,0,0,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,122.195,251.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.756.839,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,166,198,352,740,0,0,0,0,772,225,5485,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2010,VICHADA,0,14,556,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,586,0,1652,0,192,97,1922,424,0,0,0,0,0,0,0,0,0,0,0,0,0,386.385,288.4,0,73.730.061,516.678,0,0,0,0,0,0,0,0,0,18.768,0,0,355.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,355.925,329.125,1342.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952.988.161,0,0,0,0,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,608,440,883,3715,0,0,0,0,961,158,12955,62,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0
2013,GUAVIARE,0,0,2087,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,4866,4714,0,2,0,0,0,0,0,153,1849,3989,2624,0,0,0,4714,9054,0,0,0,0,145.334.101,14.619.603,0,0,0,0,0,0,0,0,0,48.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.681.974,27.117,0,189.819,0,0,0,1755.32,773.1,1190.71,0,0,0,267.8,4.132.264.101,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18848,0,0,6,0,0,0,0,66,23,541,0,15387,3093,26,0,1104,287,0,0,4835,7372,3534,0,428,450,39,0,315,361,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2012,BOYACÁ,0,0,4070,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,7320,0,102994,0,116,784,115364,4082,0,8986,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,122.493,33.607.833,0,0,0,0,2.126.147.278,0,0,0,0,0,841.108.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601.574.421,0,0,0,1.489.680.188,0,841.108.978,2590.43,62503.39,0,0,9.071.194.126,45.336,153.009,5.009.628,0,0,0,0,0,0,0,0,0,0,9.568.899.366,0,0,0,0,282,1110,0,0,10,13822,0,0,0,0,464,0,0,0,0,0,0,0,0,337608,15406,380,2432,8014,205400,0,18,1550,4,72124,10702,265470,30288,86,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,2,0,0,36,0,0,8,66,0,0,0,0,2,0,0,0,0,22,0,0,112,0,0,0,0,0,0
2012,MAGDALENA,0,0,33994,0,0,0,0,5070,0,0,0,878,1043,0,0,0,0,0,420,0,64310,0,112,4129,87559,16894,0,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.083.136,2.974.351.895,0,0,0,0,8.532.637.508,0,0,0,1023.4,1207.68,400.863.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6320,0,0,0,170.359.953,0,400.863.568,10435.28,49585.14,0,0,2.232.865.143,79.338,608.555,78.813.467,0,1000,0,0,0,0,0,0,0,0,7.777.599.463,0,0,0,0,564,728,0,0,2,2283,0,0,0,618,559,0,0,2388,7290,0,0,0,0,246252,6578,465,14588,32664,162052,0,50,4090,7,61676,10494,152522,23608,151,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,4,0,0,14,0,0,2,6,0,0,0,3,1,0,0,1,0,4,0,0,27,0,0,0,0,0,0
2011,VICHADA,0,37,1054,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1638,0,150,67,1568,379,0,0,0,0,0,0,0,0,0,0,0,0,0,7.279.238,618.797.962,0,75.421.329,8.575.145,0,0,0,0,0,0,0,0,0,22.44,0,0,0,0,0,0,0,0,0,0,0,0,14.978.741,0,0,0,0,0,0,0,0,0,0,0,14.978.741,239.315,897.61,0,0,1.542.528,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234.604.308,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,33,0,7177,62,481,217,765,2909,0,0,19,0,960,165,12955,60,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,0,3,0,0,0,0,0,0
2010,BOLÍVAR,0,325,15921,8,0,2,0,0,0,0,0,0,13,135,0,0,0,120,8421,679,62161,0,1127,5443,167300,15570,0,0,958,0,0,0,0,0,0,135,0,0,0,2.806.868.421,642.083.666,0,530.154.248,151.428.455,117.742.954,19.168,0,0,0,0,0,0,0,7.8,60.917.577,0,1.479.935.442,0,191.361.011,0,869.995.038,800,0,0,0,0,0,96.393.482,896.908.357,0,0,0,3.243.058.175,0,0,159.7,1.909.116.637,0,3.402.209.068,11.166.725,113480.86,0,0,361.771.226,0,0,0,28.417.194,0,0,0,0,0,0,0,896.908.357,0,1.378.164.653,0,0,0,0,1560,53,0,405,0,359,0,295,500,530,0,0,0,0,39108,0,1200,322,2437,0,2142,3921,21327,31804,320838,0,0,352,0,82583,5520,183914,5132,0,1494,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,55,10,0,0,5,0,8,0,2,0,16,2,1,0,0,0,0,11,4,345,0,34,0,0,0,0,0,0
2011,RISARALDA,0,165,10328,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2096,0,27901,0,105,914,29201,5226,657,0,0,0,0,0,0,0,0,0,0,0,0,51.104.475,3.147.185.004,0,96.970.281,89.371.367,104.088,70.474,0,0,0,0,0,0,0,0,299.588.859,165.863.671,0,204.8,0,0,0,0,0,411.798.014,1.522.418.371,0,488.017,0,0,0,123.9,0,1.967.323.333,0,0,0,300,0,2.653.270.614,3135.37,15117.95,406.44,0,2.677.168.152,0,0,0,0,0,0,0,0,0,0,0,0,0,4.201.817.898,0,0,0,0,225,157,130,0,313,0,0,0,0,0,700,202,0,1789,0,214,0,4,0,99058,3291,381,2977,9416,48318,1250,0,382,0,16936,2145,72229,3418,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,47,2,0,0,22,6,0,8,0,0,0,0,0,2,12,0,1,0,11,4,0,51,0,0,0,0,0,0
2011,CAQUETÁ,0,588,25164,8,0,148,0,0,0,0,0,0,0,0,0,0,0,0,900,0,28914,0,3348,3010,25803,15202,0,0,0,0,0,0,0,0,0,0,0,0,0,18.279.649,1.093.433.646,0,38.603.286,220.165.063,95.348.814,1.552.362,0,0,0,0,0,0,0,0,76.718.628,0,0,0,43.165.217,0,0,0,0,277.681.532,0,0,47.352.146,0,0,0,0,0,3.078.069.043,0,0,0,370.382.427,0,444.917.523,9.682.065,14.536.395,0,0,5.814.208.278,0,0,0,261.333.334,0,0,0,0,0,0,0,0,0,2.877.747.484,0,0,0,0,780,78,0,0,0,68,0,0,0,0,500,196,528,0,25363,0,0,86,0,107915,1370,10991,10272,28551,46286,0,0,901,0,10806,1200,68853,1926,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,13,6,0,0,6,0,0,0,3,0,0,0,0,1,16,2,0,0,7,98,0,28,0,0,0,0,0,0
2011,ARAUCA,0,400,9236,3,0,139,0,0,0,0,0,0,0,0,0,0,0,0,308,0,14439,0,795,1004,17137,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.129.702,7.591.156.097,0,241.348.253,74.085.983,506.838,1.457.612,0,0,0,0,0,0,0,0,196.217.069,0,0,0,1.553.481.447,0,0,0,0,0,0,0,15.655.199,0,0,0,0,0,0,0,0,0,96.995.616,0,1.906.250.506,3.565.345,9759.23,0,0,6.383.308.058,0,0,0,0,0,0,0,0,0,0,0,0,0,155.904.664,0,0,0,0,560,302,0,0,0,2856,0,0,0,0,0,648,0,0,15743,0,0,53,0,56606,3806,2445,3433,10713,30070,0,0,1041,0,4214,930,36347,1203,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,5,4,0,0,7,0,0,0,5,0,0,0,0,0,6,0,0,0,0,72,0,18,0,0,0,0,0,0
2013,CAUCA,0,0,14255,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2280,0,69246,65090,5,6,0,0,23171,0,0,357,29586,60649,17786,0,36460,0,65090,155298,0,0,0,0,155.226.481,116.299.906,0,0,0,0,0,0,0,0,0,1.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332.054.986,0,0,0,0,1.609.715,0,8.903.922.661,20.673.765,0,1.619.153.375,532,0,0,24901.11,11947.57,8022.7,0,17.256.855,0,1019.6,6.677.683.147,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267638,0,13,17,0,0,46268,0,1439,1859,46050,0,185685,33137,247,0,5871,311,0,14,30897,102221,49718,0,1789,2179,515,70084,1166,1386,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
2012,SUCRE,0,0,44869,0,0,0,0,1995,0,0,0,817,0,0,0,0,0,0,2070,0,81890,0,99,3573,61578,15815,0,4477,0,581,0,0,0,0,0,0,0,0,0,0,0,0,3.360.564,3.965.701.295,0,0,0,0,3.160.930.437,0,0,0,961.4,0,824.690.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.676.092,0,6.684.512.265,0,0,0,723.190.876,0,824.690.286,8.976.265,33.693.775,0,0,8.799.478.299,11.334,583.084.209,446.091.127,7.774.338,0,0,0,0,0,0,0,0,0,5.582.323.974,0,0,0,0,486,970,0,0,4,2248,0,0,0,0,584,0,0,0,5039,266,0,0,0,311732,3806,334,12652,28564,110695,0,73,1786,1,46859,5871,123958,11384,100,210,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,4,0,0,40,0,0,3,8,0,0,0,0,1,0,0,0,0,7,0,0,52,0,0,0,0,0,0
2013,NACIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.435.806.495,26.816.132,0,0,0,0,0,0,0,0,0,26.816.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,BOGOTÁ  D.C.,0,0,137282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33084,0,112,11180,131856,36934,0,4200,0,1288,0,0,0,0,0,0,0,0,0,8.297.288.444,0,0,12.850.602,1.328.543.761,0,0,0,0,0,0,0,0,0,0,195.593.478,0,0,118.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.393.478,21952.5,62469.71,0,0,4.390.734.192,2.561.484,2.699.270.666,188.715.461,0,0,0,0,0,0,0,0,0,0,9.431.895.212,0,0,0,0,1954,162,0,0,704,3678,0,0,0,0,0,0,0,5556,0,0,0,0,0,116626,10100,394,36310,63284,203550,0,312,7188,226,217328,48678,324070,86760,330,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,176,14,0,0,10,0,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0
2012,PUTUMAYO,0,0,22447,0,0,0,0,2386,0,0,0,611,462,0,0,0,0,0,1290,0,20384,0,1503,2214,14019,12565,3103,996,0,442,0,0,0,0,0,0,0,0,558,0,0,0,6.422.889,1.780.413.665,0,0,0,0,3.453.978.375,0,0,0,715.6,445.74,480.304.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.248.428,0,480.304.263,7928.05,7182.6,1.993.795,0,2.854.018.342,62.337,1.802.799.089,1.597.801.461,0,0,1422.9,0,0,0,0,0,0,0,2.434.276.497,0,0,0,0,1205,629,0,0,189,2000,0,0,0,0,395,0,0,0,10224,0,0,0,0,77413,3213,4714,6682,23006,24052,6231,176,4738,55,6861,3003,53941,4043,276,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,9,0,0,29,0,0,7,5,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,0
2011,CAUCA,0,1464,23970,11,0,3140,0,0,0,0,0,0,3036,0,0,0,0,0,2352,0,71348,0,5941,4739,72773,12334,26274,0,161,0,0,0,0,0,0,0,0,0,0,10.739.718,2.813.019.068,0,198.250.352,202.187.355,2.018.822,33.129.224,0,0,0,0,0,0,0,6.899.484,334.766.482,0,0,80,4.419.245.954,0,0,0,0,353.493.775,0,0,155.344.028,0,0,0,0,0,1.454.410.641,0,0,0,496.2,0,5.342.850.236,7.258.725,38364.6,17016.58,0,283.113.066,0,0,0,2.861.811.895,0,0,0,0,0,0,0,0,0,8.609.386.361,0,0,0,0,460,452,0,0,80,7794,0,0,0,454,600,643,0,0,35846,0,0,2273,0,262902,10023,19950,15748,21690,126700,51715,0,4356,0,46798,5625,185136,5393,0,2906,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,1,3,0,0,18,0,0,1,31,0,0,0,1,1,18,0,0,0,192,3143,0,70,0,0,0,0,0,0
2012,TOLIMA,0,0,25417,0,0,0,0,2071,0,0,0,107,0,0,0,0,0,0,3780,0,70206,0,1407,2395,62620,12780,3233,8672,0,2106,0,0,0,0,0,0,0,0,0,0,0,0,3.083.136,2.161.596.155,0,0,0,0,383.851.732,0,0,0,126,0,358.443.046,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615.215.262,0,0,0,1.242.138.776,0,411.443.046,7811.53,33357.32,1.853.525,0,1.770.358.248,1.915.446,914.723.263,891.079.834,0,0,0,0,0,0,0,0,0,0,6.510.094.036,0,0,0,0,583,422,0,0,157,7083,0,0,0,174,582,0,0,1524,11814,0,0,0,0,251048,9942,4873,7891,23689,107718,6435,103,3150,169,15707,4849,145845,24527,174,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,4,0,0,19,0,0,9,27,0,0,0,2,1,0,0,1,0,14,0,0,59,0,0,0,0,0,0
2011,CHOCÓ,0,565,20164,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1699,451,0,23491,0,2615,4499,22165,7675,0,0,0,0,0,0,0,0,0,0,0,0,0,7.880.318,1.032.456.874,0,249.967.835,167.188.278,0,70.718,0,0,0,0,0,0,0,0,220.879.183,213.285,0,0,287.189.096,40.121.204,0,0,0,0,0,0,5.315.036,0,0,0,0,0,1.704.144.784,0,0,101.368.075,142.029.294,0,935.923.856,4.939.055,13021.14,0,0,5.867.247.455,0,0,0,0,0,0,0,0,0,0,0,0,0,2.100.014.109,0,0,0,0,580,220,1,0,0,550,250,0,0,0,0,22,0,0,45388,0,0,69,0,97248,1043,9445,13921,15360,44288,0,0,795,0,26514,2370,134219,4943,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,4,4,0,0,13,1,0,0,2,1,0,0,0,0,5,0,0,0,6,95,0,22,0,0,0,0,0,0
2012,NORTE DE SANTANDER,0,0,22437,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,2400,0,42085,0,796,2100,57250,10312,0,4877,0,994,0,0,0,0,0,0,0,0,281,413.765,0,0,4.624.704,203.642.437,0,0,0,0,327.221.784,0,0,0,0,0,247.764.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381.795.593,0,0,0,740.604.805,0,247.764.956,6217.11,29781.86,0,0,3.161.888.629,4.454.262,1.317.671.596,2.658.391.968,0,0,729.3,0,0,0,0,0,0,0,6.236.566.438,0,0,0,0,896,572,0,0,917,5644,0,0,0,0,1063,0,0,2802,0,0,0,0,0,154586,10998,2894,7496,18961,97122,0,131,5016,393,39860,5029,138686,14024,445,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,2,6,0,0,18,0,0,29,20,0,0,0,0,2,0,0,4,0,43,0,0,73,0,0,0,0,0,0
2012,QUINDÍO,0,0,7369,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,120,0,15487,0,67,1040,18224,2894,0,2591,0,870,0,0,0,0,0,0,0,0,0,0,0,0,612.465,57.972.263,0,0,0,0,1.960.008.356,0,0,0,0,0,207.977.668,0,0,93.4,0,0,0,0,0,0,0,0,0,0,0,0,566.401.099,0,2000,0,0,0,27.446.845,0,301.377.668,1.680.975,8.421.515,0,0,62.283.091,11.334,2.886.765,282.717.563,0,0,0,0,0,0,0,0,0,0,1.501.897.047,0,0,0,0,162,229,0,0,787,1602,0,0,0,0,0,0,0,1870,0,295,0,0,0,58690,4488,233,3166,5081,27466,0,36,1082,10,10557,2981,51315,5451,46,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,1,0,0,7,0,0,22,6,0,0,0,0,0,0,0,2,0,4,0,0,37,0,0,0,0,0,0
2012,ARCHIPIÉLAGO DE SAN ANDRÉS  PROVIDENCIA Y SANTA CATALINA,0,0,29,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,1500,0,1683,0,0,1,1312,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,612.465,227.475,0,0,0,0,0,0,0,0,0,384.336,1.323.964,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,47.293.188,0,3.224.446.266,0,0,0,608.428.404,0,1.371.964,2.255,581.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.662.480.758,0,0,0,0,143,121,0,0,10,452,0,0,0,0,0,0,0,0,0,46,0,0,0,5264,583,0,4,8,1952,0,0,0,0,562,0,8754,1007,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0
2012,META,0,0,31718,0,0,0,0,30,0,0,0,59,0,0,0,0,0,0,690,0,30716,0,734,2868,25656,13925,0,1424,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,3.399.774,264.243.431,0,0,0,0,48.175.248,0,0,0,70.2,0,251.119.789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.049.802.668,0,0,0,279.877.066,0,252.119.789,8796.13,13.608.155,0,0,4.007.700.471,136.008,951.233.005,2.209.765.377,0,0,0,0,0,0,0,0,0,0,2.544.443.717,0,0,0,0,582,297,0,0,4,3995,0,0,0,0,374,0,0,2859,8442,0,0,0,0,108579,7529,2384,8947,25269,42523,0,90,6930,120,15028,3366,72371,12752,434,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,4,0,0,15,0,0,2,12,0,0,0,0,2,0,0,2,0,3,0,0,33,0,0,0,0,0,0
2011,VALLE DEL CAUCA,0,487,42872,17,0,84,0,0,0,0,0,0,0,1081,0,0,0,0,1087,0,77961,0,5649,7001,111407,17348,0,0,741,0,0,0,0,0,0,1081,0,0,0,8.338.385.513,9.006.345.766,0,509.554.981,401.249.117,43.078.154,86.498,0,0,0,0,0,0,0,0,547.067.924,0,0,79.8,2.529.998.525,797.609.536,0,0,0,825.596.943,0,0,4.493.622,0,6.807.359.888,0,48.9,0,2.998.724.457,0,0,0,405,0,4.825.009.148,10508.36,57839.13,0,0,8.898.377.047,0,0,0,69.155.435,0,0,0,0,0,0,0,6.807.359.888,0,1.199.604.984,0,0,0,0,1110,558,0,0,88,4779,497,0,0,0,1400,186,0,0,29222,91,0,5600,0,286002,7508,26072,24035,31598,178138,0,0,1132,0,82825,9660,363918,16952,0,4485,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,128,9,0,0,23,0,0,1,21,2,0,0,0,3,17,0,0,0,64,7442,0,67,0,0,0,0,0,0
